Seq. Name	Seq. Description	Seq. Length	#Hits	min. eValue	mean Similarity
contig13155	ldb1_mouse ame: full=lim domain-binding protein 1 short=ldb-1 ame: full=carboxyl-terminal lim domain-binding protein 2 short=clim-2 ame: full=lim domain-binding factor clim2 short=mldb1 ame: full=nuclear lim interactor	976	5	0	99.20%
contig13156	---NA---	488	0		
contig13157	---NA---	347	0		
contig13158	---NA---	291	0		
contig13159	srac1_mouse ame: full=protein serac1 ame: full=serine active site-containing protein 1	1581	5	2.45E-141	89.80%
contig13160	---NA---	860	0		
contig13163	srac1_macfa ame: full=protein serac1 ame: full=serine active site-containing protein 1	261	5	1.71E-36	91.80%
contig13164	csr2b_human ame: full=cysteine-rich protein 2-binding protein short=csrp2-binding protein ame: full=ada2a-containing complex subunit 2 short=atac2 ame: full=crp2-binding partner short=crp2bp	2657	5	0	71.40%
contig13165	csr2b_mouse ame: full=cysteine-rich protein 2-binding protein short=csrp2-binding protein ame: full=ada2a-containing complex subunit 2 short=atac2 ame: full=crp2-binding partner short=crp2bp	722	4	2.11E-30	97.50%
contig13166	---NA---	322	0		
contig13167	---NA---	175	0		
contig13168	---NA---	182	0		
contig13169	---NA---	2050	0		
contig13171	---NA---	117	0		
contig13172	---NA---	211	0		
contig13173	---NA---	146	0		
contig13174	tcf25_mouse ame: full=transcription factor 25 short=tcf-25 ame: full=nuclear localized protein 1	631	2	8.77E-23	92.00%
contig13175	---NA---	130	0		
contig13177	tcf25_mouse ame: full=transcription factor 25 short=tcf-25 ame: full=nuclear localized protein 1	1865	5	0	63.20%
contig13178	---NA---	1354	0		
contig13179	b4gn1_human ame: full=beta- n-acetylgalactosaminyltransferase 1 ame: full=(n-acetylneuraminyl)-galactosylglucosylceramide ame: full=gm2 gd2 synthase ame: full= c-t	1101	5	2.03E-118	71.60%
contig13180	b4gn1_human ame: full=beta- n-acetylgalactosaminyltransferase 1 ame: full=(n-acetylneuraminyl)-galactosylglucosylceramide ame: full=gm2 gd2 synthase ame: full= c-t	440	5	3.63E-93	84.80%
contig13181	---NA---	248	0		
contig13182	b4gn1_human ame: full=beta- n-acetylgalactosaminyltransferase 1 ame: full=(n-acetylneuraminyl)-galactosylglucosylceramide ame: full=gm2 gd2 synthase ame: full= c-t	990	5	2.20E-94	81.60%
contig13183	---NA---	541	0		
contig13184	tfe3_human ame: full=transcription factor e3 ame: full=class e basic helix-loop-helix protein 33 short=bhlhe33	1794	5	1.74E-67	90.20%
contig13185	tfe3_mouse ame: full=transcription factor e3	836	5	8.26E-122	84.00%
contig13187	tfe3_human ame: full=transcription factor e3 ame: full=class e basic helix-loop-helix protein 33 short=bhlhe33	445	3	7.75E-42	98.00%
contig13188	---NA---	312	0		
contig13189	rtn1_pantr ame: full=reticulon-1	2686	5	0	79.20%
contig13191	---NA---	746	0		
contig13192	pfd5_human ame: full=prefoldin subunit 5 ame: full=c-myc-binding protein mm-1 ame: full=myc modulator 1	705	5	2.21E-96	93.60%
contig13193	---NA---	545	0		
contig13194	las1l_human ame: full=ribosomal biogenesis protein las1l ame: full=protein las1 homolog	257	2	1.92E-23	76.00%
contig13195	las1l_human ame: full=ribosomal biogenesis protein las1l ame: full=protein las1 homolog	1077	4	1.29E-59	69.50%
contig13197	las1l_human ame: full=ribosomal biogenesis protein las1l ame: full=protein las1 homolog	996	2	5.07E-85	80.50%
contig13198	---NA---	253	0		
contig13199	---NA---	118	0		
contig13200	wdr20_human ame: full=wd repeat-containing protein 20 ame: full=protein dmr	185	2	6.06E-36	99.00%
contig13201	wdr20_mouse ame: full=wd repeat-containing protein 20	184	4	1.93E-34	94.50%
contig13203	wdr20_human ame: full=wd repeat-containing protein 20 ame: full=protein dmr	1907	5	0	76.60%
contig13204	traf7_human ame: full=e3 ubiquitin-protein ligase traf7 ame: full=ring finger and wd repeat-containing protein 1 ame: full=ring finger protein 119 ame: full=tnf receptor-associated factor 7	914	5	3.29E-148	63.20%
contig13205	traf7_mouse ame: full=e3 ubiquitin-protein ligase traf7 ame: full=tnf receptor-associated factor 7	835	5	0	73.80%
contig13206	---NA---	196	0		
contig13207	traf7_mouse ame: full=e3 ubiquitin-protein ligase traf7 ame: full=tnf receptor-associated factor 7	725	5	1.25E-82	72.20%
contig13208	---NA---	457	0		
contig13209	gbgt2_canfa ame: full=guanine nucleotide-binding protein g g g subunit gamma-t2 ame: full=g gamma-c ame: full=tgamma c flags: precursor	444	5	2.71E-35	91.60%
contig13211	abi3_human ame: full=abi gene family member 3 ame: full=new molecule including sh3 short=nesh	1195	5	3.01E-120	77.80%
contig13212	---NA---	353	0		
contig13213	abi3_mouse ame: full=abi gene family member 3 ame: full=new molecule including sh3 short=nesh	486	5	6.76E-25	73.60%
contig13214	---NA---	331	0		
contig13215	mta70_human ame: full=n6-adenosine-methyltransferase 70 kda subunit short=mt-a70 ame: full=methyltransferase-like protein 3	1014	5	0	79.80%
contig13216	---NA---	220	0		
contig13217	mta70_mouse ame: full=n6-adenosine-methyltransferase 70 kda subunit short=mt-a70 ame: full=methyltransferase-like protein 3	916	5	3.49E-120	90.60%
contig13218	---NA---	227	0		
contig13219	fa73b_bovin ame: full=protein fam73b	603	5	3.81E-55	92.20%
contig13220	fa73b_mouse ame: full=protein fam73b	751	5	6.80E-162	85.60%
contig13221	fa73b_human ame: full=protein fam73b	1963	5	3.25E-132	93.60%
contig13222	---NA---	400	0		
contig13223	---NA---	146	0		
contig13224	sam11_mouse ame: full=sterile alpha motif domain-containing protein 11 short=sam domain-containing protein 11 ame: full=major retinal sam domain-containing protein short=mr-s	528	5	1.10E-65	79.00%
contig13225	sam11_human ame: full=sterile alpha motif domain-containing protein 11 short=sam domain-containing protein 11	1174	2	1.40E-145	77.00%
contig13227	sam11_human ame: full=sterile alpha motif domain-containing protein 11 short=sam domain-containing protein 11	770	2	7.86E-40	74.50%
contig13228	---NA---	132	0		
contig13229	srsf2_pantr ame: full=serine arginine-rich splicing factor 2 ame: full=splicing 35 kda ame: full=splicing factor sc35 short=sc-35 ame: full=splicing arginine serine-rich 2	1193	5	3.36E-51	98.20%
contig13230	---NA---	642	0		
contig13231	---NA---	106	0		
contig13232	---NA---	491	0		
contig13233	---NA---	424	0		
contig13234	rsad1_bovin ame: full=radical s-adenosyl methionine domain-containing protein mitochondrial ame: full=oxygen-independent coproporphyrinogen-iii oxidase-like protein rsad1 flags: precursor	836	4	2.27E-19	84.50%
contig13235	---NA---	216	0		
contig13236	rsad1_mouse ame: full=radical s-adenosyl methionine domain-containing protein mitochondrial ame: full=oxygen-independent coproporphyrinogen-iii oxidase-like protein rsad1 flags: precursor	150	3	2.12E-21	88.67%
contig13237	---NA---	394	0		
contig13238	rsad1_bovin ame: full=radical s-adenosyl methionine domain-containing protein mitochondrial ame: full=oxygen-independent coproporphyrinogen-iii oxidase-like protein rsad1 flags: precursor	996	5	2.08E-178	79.60%
contig13239	---NA---	1721	0		
contig13240	---NA---	311	0		
contig13241	---NA---	281	0		
contig13242	tra2a_mouse ame: full=transformer-2 protein homolog alpha short=tra-2 alpha short=tra2-alpha ame: full=transformer-2 protein homolog a	846	5	1.14E-70	90.20%
contig13243	---NA---	254	0		
contig13244	hacl1_human ame: full=2-hydroxyacyl- lyase 1 ame: full=2-hydroxyphytanoyl- lyase short=2-hpcl ame: full=phytanoyl- 2-hydroxylase 2	1330	5	1.86E-170	78.60%
contig13245	hacl1_human ame: full=2-hydroxyacyl- lyase 1 ame: full=2-hydroxyphytanoyl- lyase short=2-hpcl ame: full=phytanoyl- 2-hydroxylase 2	107	4	3.67E-17	91.00%
contig13246	hacl1_mouse ame: full=2-hydroxyacyl- lyase 1 ame: full=2-hydroxyphytanoyl- lyase short=2-hpcl ame: full=phytanoyl- 2-hydroxylase 2	722	5	5.21E-156	82.40%
contig13247	---NA---	199	0		
contig13248	---NA---	155	0		
contig13249	4et_human ame: full=eukaryotic translation initiation factor 4e transporter short=4e-t short=eif4e transporter ame: full=eukaryotic translation initiation factor 4e nuclear import factor 1	2320	2	0	93.50%
contig13250	4et_mouse ame: full=eukaryotic translation initiation factor 4e transporter short=4e-t short=eif4e transporter ame: full=eukaryotic translation initiation factor 4e nuclear import factor 1	513	2	1.57E-80	92.00%
contig13251	4et_human ame: full=eukaryotic translation initiation factor 4e transporter short=4e-t short=eif4e transporter ame: full=eukaryotic translation initiation factor 4e nuclear import factor 1	761	2	3.16E-41	95.50%
contig13252	---NA---	351	0		
contig13253	---NA---	104	0		
contig13254	---NA---	165	0		
contig13255	terf2_human ame: full=telomeric repeat-binding factor 2 ame: full=ttaggg repeat-binding factor 2 ame: full=telomeric dna-binding protein	1090	5	0	71.80%
contig13256	---NA---	403	0		
contig13257	terf2_human ame: full=telomeric repeat-binding factor 2 ame: full=ttaggg repeat-binding factor 2 ame: full=telomeric dna-binding protein	841	5	1.53E-24	87.20%
contig13258	---NA---	128	0		
contig13259	telo2_mouse ame: full=telomere length regulation protein tel2 homolog	648	2	1.01E-14	90.50%
contig13260	---NA---	216	0		
contig13262	---NA---	176	0		
contig13263	telo2_mouse ame: full=telomere length regulation protein tel2 homolog	1372	5	0	72.80%
contig13264	aces_mouse ame: full=acetylcholinesterase short=a flags: precursor	623	5	3.54E-44	94.40%
contig13265	aces_felca ame: full=acetylcholinesterase short=a flags: precursor	699	5	2.65E-137	93.80%
contig13266	---NA---	308	0		
contig13267	aces_felca ame: full=acetylcholinesterase short=a flags: precursor	949	5	3.69E-155	94.40%
contig13268	---NA---	319	0		
contig13269	l1cam_rat ame: full=neural cell adhesion molecule l1 short=n-cam-l1 short=ncam-l1 ame: full=nerve-growth factor-inducible large external glycoprotein short=nile ame: cd_antigen=cd171 flags: precursor	1482	5	1.75E-51	83.20%
contig13270	l1cam_human ame: full=neural cell adhesion molecule l1 short=n-cam-l1 short=ncam-l1 ame: cd_antigen=cd171 flags: precursor	143	1	1.39E-09	85.00%
contig13271	l1cam_human ame: full=neural cell adhesion molecule l1 short=n-cam-l1 short=ncam-l1 ame: cd_antigen=cd171 flags: precursor	275	3	4.12E-37	80.33%
contig13272	l1cam_rat ame: full=neural cell adhesion molecule l1 short=n-cam-l1 short=ncam-l1 ame: full=nerve-growth factor-inducible large external glycoprotein short=nile ame: cd_antigen=cd171 flags: precursor	748	5	1.36E-143	76.60%
contig13273	---NA---	141	0		
contig13274	at8b1_mouse ame: full=probable phospholipid-transporting atpase ic ame: full=atpase class i type 8b member 1	1770	5	0	84.40%
contig13275	at8b1_human ame: full=probable phospholipid-transporting atpase ic ame: full=atpase class i type 8b member 1 ame: full=familial intrahepatic cholestasis type 1	190	5	4.28E-34	91.80%
contig13276	at8b1_human ame: full=probable phospholipid-transporting atpase ic ame: full=atpase class i type 8b member 1 ame: full=familial intrahepatic cholestasis type 1	1875	5	0	84.00%
contig13277	---NA---	300	0		
contig13278	---NA---	211	0		
contig13279	itfg2_human ame: full=integrin-alpha fg-gap repeat-containing protein 2	1558	4	0	83.75%
contig13282	---NA---	627	0		
contig13283	itfg2_ponab ame: full=integrin-alpha fg-gap repeat-containing protein 2	313	4	1.01E-31	94.50%
contig13284	---NA---	546	0		
contig13285	brd9_mouse ame: full=bromodomain-containing protein 9	1339	5	0	85.20%
contig13286	---NA---	499	0		
contig13287	brd9_mouse ame: full=bromodomain-containing protein 9	517	2	2.23E-14	98.50%
contig13288	---NA---	253	0		
contig13289	tm135_rat ame: full=transmembrane protein 135 ame: full=peroxisomal membrane protein 52 short=pmp52	2857	5	3.48E-54	94.40%
contig13291	tm135_human ame: full=transmembrane protein 135 ame: full=peroxisomal membrane protein 52 short=pmp52	1183	5	0	93.40%
contig13292	---NA---	115	0		
contig13293	---NA---	197	0		
contig13294	ce051_human ame: full=upf0600 protein c5orf51	2549	3	1.50E-51	80.67%
contig13295	ce051_human ame: full=upf0600 protein c5orf51	500	3	1.38E-96	86.00%
contig13296	---NA---	347	0		
contig13297	---NA---	228	0		
contig13298	---NA---	373	0		
contig13299	tb22b_human ame: full=tbc1 domain family member 22b	1265	5	2.15E-124	93.60%
contig13300	tb22b_human ame: full=tbc1 domain family member 22b	114	5	1.37E-19	98.20%
contig13301	tb22b_macfa ame: full=tbc1 domain family member 22b	608	5	1.46E-139	77.00%
contig13302	tb22b_human ame: full=tbc1 domain family member 22b	386	5	4.60E-52	81.60%
contig13303	tb22b_human ame: full=tbc1 domain family member 22b	236	4	5.75E-17	91.50%
contig13304	tf3a_human ame: full=transcription factor iiia short=tfiiia	407	5	7.86E-45	83.80%
contig13305	tf3a_rat ame: full=transcription factor iiia short=tfiiia	623	5	1.58E-127	83.40%
contig13306	---NA---	211	0		
contig13307	if3m_human ame: full=translation initiation factor if- mitochondrial short=if-3 short=if-3mt short=if3 short=if3mt flags: precursor	1158	5	1.50E-112	64.60%
contig13308	tf3a_human ame: full=transcription factor iiia short=tfiiia	307	3	1.34E-21	80.33%
contig13309	car17_human ame: full=caspase recruitment domain-containing protein 17 ame: full=caspase-1 inhibitor inca ame: full=inhibitory caspase recruitment domain protein	411	5	3.31E-50	82.40%
contig13310	---NA---	984	0		
contig13311	---NA---	117	0		
contig13312	---NA---	647	0		
contig13313	casp1_human ame: full=caspase-1 short=casp-1 ame: full=interleukin-1 beta convertase short=il-1bc ame: full=interleukin-1 beta-converting enzyme short=ice short=il-1 beta-converting enzyme ame: full=p45 contains: ame: full=caspase-1 subunit p20 contains: ame: full=caspase-1 subunit p10 flags: precursor	896	5	2.79E-138	83.20%
contig13314	rpc4_human ame: full=dna-directed rna polymerase iii subunit rpc4 short=rna polymerase iii subunit c4 ame: full=dna-directed rna polymerase iii subunit d ame: full=protein bn51 ame: full=rna polymerase iii 47 kda subunit ame: full=rpc53 homolog	491	3	5.87E-42	96.00%
contig13315	---NA---	133	0		
contig13316	rpc4_human ame: full=dna-directed rna polymerase iii subunit rpc4 short=rna polymerase iii subunit c4 ame: full=dna-directed rna polymerase iii subunit d ame: full=protein bn51 ame: full=rna polymerase iii 47 kda subunit ame: full=rpc53 homolog	568	3	3.62E-96	96.67%
contig13317	---NA---	402	0		
contig13318	rpc4_bovin ame: full=dna-directed rna polymerase iii subunit rpc4 short=rna polymerase iii subunit c4 ame: full=dna-directed rna polymerase iii subunit d	912	3	5.63E-53	98.33%
contig13319	rpc3_bovin ame: full=dna-directed rna polymerase iii subunit rpc3 short=rna polymerase iii subunit c3 ame: full=dna-directed rna polymerase iii subunit c	1118	5	0	91.40%
contig13320	---NA---	519	0		
contig13322	---NA---	368	0		
contig13323	rpc3_rat ame: full=dna-directed rna polymerase iii subunit rpc3 short=rna polymerase iii subunit c3 ame: full=dna-directed rna polymerase iii subunit c	617	5	6.89E-121	96.80%
contig13324	cdk2_mouse ame: full=cyclin-dependent kinase 2 ame: full=cell division protein kinase 2	338	5	7.41E-18	100.00%
contig13325	cdk2_human ame: full=cyclin-dependent kinase 2 ame: full=cell division protein kinase 2 ame: full=p33 protein kinase	472	5	5.91E-111	99.20%
contig13326	cdk2_mouse ame: full=cyclin-dependent kinase 2 ame: full=cell division protein kinase 2	145	1	1.78E-26	97.00%
contig13327	cdk2_mesau ame: full=cyclin-dependent kinase 2 ame: full=cell division protein kinase 2	1465	5	4.90E-63	100.00%
contig13328	---NA---	101	0		
contig13329	ikkb_rat ame: full=inhibitor of nuclear factor kappa-b kinase subunit beta short=i-kappa-b-kinase beta short=ikk-b short=ikk-beta short= ame: full=i-kappa-b kinase 2 short=ikk2 ame: full=nuclear factor nf-kappa-b inhibitor kinase beta short=nfkbikb	448	5	3.67E-67	94.00%
contig13330	ikkb_human ame: full=inhibitor of nuclear factor kappa-b kinase subunit beta short=i-kappa-b-kinase beta short=ikk-b short=ikk-beta short= ame: full=i-kappa-b kinase 2 short=ikk2 ame: full=nuclear factor nf-kappa-b inhibitor kinase beta short=nfkbikb	1265	5	0	91.80%
contig13331	---NA---	1000	0		
contig13332	ikkb_bovin ame: full=inhibitor of nuclear factor kappa-b kinase subunit beta short=i-kappa-b-kinase beta short=ikk-b short=ikk-beta short= ame: full=i-kappa-b kinase 2 short=ikk2 ame: full=nuclear factor nf-kappa-b inhibitor kinase beta short=nfkbikb	332	5	3.32E-39	94.20%
contig13333	ikkb_mouse ame: full=inhibitor of nuclear factor kappa-b kinase subunit beta short=i-kappa-b-kinase beta short=ikk-b short=ikk-beta short= ame: full=i-kappa-b kinase 2 short=ikk2 ame: full=nuclear factor nf-kappa-b inhibitor kinase beta short=nfkbikb	143	4	2.27E-20	96.00%
contig13334	crol3_human ame: full= ciliary rootlet coiled-coil 3 protein	1174	1	5.92E-21	79.00%
contig13335	---NA---	142	0		
contig13336	---NA---	121	0		
contig13337	crol3_human ame: full= ciliary rootlet coiled-coil 3 protein	1293	3	5.98E-78	62.00%
contig13338	---NA---	282	0		
contig13339	dnli1_human ame: full=dna ligase 1 ame: full=dna ligase i ame: full=polydeoxyribonucleotide synthase	2659	5	0	81.20%
contig13341	---NA---	280	0		
contig13342	dnli1_human ame: full=dna ligase 1 ame: full=dna ligase i ame: full=polydeoxyribonucleotide synthase	426	5	7.73E-59	83.20%
contig13343	---NA---	522	0		
contig13344	zbt48_human ame: full=zinc finger and btb domain-containing protein 48 ame: full=krueppel-related zinc finger protein 3 ame: full=protein hkr3 ame: full=zinc finger protein 855	776	5	5.53E-122	72.80%
contig13346	zbt48_ponab ame: full=zinc finger and btb domain-containing protein 48	276	5	5.75E-53	84.40%
contig13348	zbt48_ponab ame: full=zinc finger and btb domain-containing protein 48	1071	5	0	81.00%
